date,p5,p25,p50,p75,p95
2026-06-29,318.5612011417597,337.68464388567605,349.5968956122838,362.09708645252,383.610564427964
2026-06-30,318.2524534405755,338.10772885874104,349.9114672751149,364.0396653144979,384.7257120151346
2026-07-01,317.2447814172177,337.2619893569983,349.9404618218298,364.6980509101011,383.7140951202576
2026-07-02,318.33405862330443,336.86072451951634,350.15274507612787,365.2231888118034,385.6318282205502
2026-07-03,317.03648200595643,336.53220857539486,350.9593654184421,365.53269862527026,386.3221452208946
2026-07-06,316.8995571500254,336.9987720648432,351.13102726805846,366.1721636243998,388.44296497000323
2026-07-07,317.16365324634745,337.2596207407738,351.65915628246455,366.8384926893285,390.37506705351745
2026-07-08,316.4119727508025,337.36164119767756,351.97843973247643,367.61918491852873,391.35126326981776
2026-07-09,315.6259106634464,337.3684990554209,352.22549790789697,367.72668198274255,391.4273067895224
2026-07-10,316.0942759207213,338.0758964694862,352.66232180100224,369.0646292488161,392.41623210629064
2026-07-13,316.066732325148,337.6684551213257,353.2347533576364,369.00914386428235,394.64986553586465
2026-07-14,315.25228674492666,337.50772419348516,353.08956469798443,369.7489459773893,393.8927885122067
2026-07-15,316.21518974356746,337.41512512269,353.50706590613396,370.01701841471345,394.23287837891866
2026-07-16,315.94123988535677,337.0792261697308,354.4108788460576,371.19406741322285,396.3686452284542
2026-07-17,315.5900725012459,335.9878944415257,354.74070947913765,371.40893505105123,397.14001550194166
2026-07-20,314.1598631708781,336.3279899936713,355.8392899169912,371.7113739000475,397.71123989771564
2026-07-21,314.24782387400927,336.33993734116103,355.9842917102619,372.4674978875056,397.8958236670155
2026-07-22,312.94596414886365,336.68452732437686,355.44367337621566,372.85317406802756,398.67848967093653
2026-07-23,313.97961727118064,337.0567995498102,356.0683325503551,373.28956021970606,399.03032733239013
2026-07-24,315.1958097216697,337.47496493696246,356.26940785705517,374.0181664463431,400.9797277832235
2026-07-27,314.70229156025425,337.7360651673966,356.93548262594004,375.1101413046423,402.89849938053374
2026-07-28,315.23369715848503,338.2562244357573,358.0942817753724,375.3823975588765,404.77384238321014
2026-07-29,314.8308718744822,338.60921888974144,358.3110054631878,375.0923708277889,405.69875223306434
2026-07-30,314.6467838779788,339.1597495484433,358.3304513247392,377.08242494000274,406.98850673880355
2026-07-31,312.5677678156727,339.34321186189356,359.44122936874265,377.55956290225106,406.4887460663486
2026-08-03,312.5950013677126,339.02655015899785,360.5025753669559,378.0931465287931,406.634848723342
2026-08-04,312.72952362217137,339.16519261050513,360.46712557651193,378.5086103527161,407.51566619633894
2026-08-05,312.966779368106,339.22381694603826,360.1791994860297,378.8399677264117,408.0706052428567
2026-08-06,312.89089584464654,339.506242359647,359.979821286429,379.511305715106,411.6100785653323
2026-08-07,311.4619581866748,339.3634452329668,360.4903952731738,381.0020659221958,410.3467364136535
2026-08-10,311.1583031845833,339.4211037330525,360.97655626563255,382.254506649164,412.05767163238573
2026-08-11,312.39892210522083,340.29102373949763,361.2018127932307,382.9103127614542,414.3436904454002
2026-08-12,311.5521744697815,340.7212973776608,360.9310556161348,383.7235872477222,414.75143910617675
2026-08-13,313.4330156433072,340.2151225557775,361.49395799896047,383.8457260889366,416.5054535739965
2026-08-14,312.4691529040475,340.4824124078598,362.67128837428584,384.1840633931297,417.8368888472953
2026-08-17,314.01201078566714,340.87986432593857,362.4442722157973,385.1121840262183,416.77953325228475
2026-08-18,312.9569705066642,339.8661391470695,362.40010351455,385.7483780351329,418.80361842882695
2026-08-19,312.0818241861382,339.7209717352232,363.8122723263958,385.3413826191345,419.6720117336794
2026-08-20,311.88971806692354,340.1952852605135,363.9788935961476,386.6560216794133,420.71989954598575
2026-08-21,311.9856399555615,340.6140513540613,364.6675338209225,386.53458172517077,420.51165656754614
2026-08-24,312.0993082328957,341.6686966997879,365.2415873079563,388.02293765418034,422.4087730745873
2026-08-25,313.25780214948605,341.48833220409233,365.55295183026226,388.0499212560963,422.3270611675202
2026-08-26,314.2565773444768,341.33264550998604,366.22955400666325,389.15255020304267,424.9383951106666
2026-08-27,314.21325618911516,340.920411873425,366.98616034817815,389.811439924454,424.7201310759395
2026-08-28,314.0052995579468,340.72715430503195,367.7536445152106,390.53602052988924,426.6803894818149
2026-08-31,313.1405955098985,342.0088513180593,367.74002095124746,391.0436318436486,429.83198907240046
2026-09-01,314.49769460022804,341.9818914561606,367.3133970112102,390.35380245617404,429.7980119617074
2026-09-02,313.23895274391856,342.8966472913167,367.58701114821974,390.9192639350116,431.42921389957996
2026-09-03,313.2812317495734,342.81904854390785,368.26165808663416,392.28548056191573,433.6304658178989
2026-09-04,312.7926484362801,342.2903625555208,368.287246631773,392.2396298931134,434.39246028247493
2026-09-07,312.56658967383197,343.4201513006689,369.3857533087494,392.16790287055403,437.29645355238574
2026-09-08,312.71024369424777,342.7477455336212,369.1128496953796,392.68029802124477,436.15393693304867
2026-09-09,312.33828979349994,343.2484984377738,370.9277352426287,393.97608956328105,438.67500359833764
2026-09-10,311.82237367308517,343.5065781015885,370.5276908572093,395.668237601276,437.61623606102734
2026-09-11,311.8771389279722,342.86621148532964,370.0086840557685,396.17960686884885,437.6808849606044
2026-09-14,311.18055993345394,343.0902190721631,370.7484623720902,396.47206361402715,438.62387094996865
2026-09-15,309.8269428190952,343.62523013105266,371.9428958979899,397.25326254054966,437.82175759938116
2026-09-16,309.9413064418228,344.16486525187145,372.58363166636366,397.24199774371397,442.6752932983402
2026-09-17,310.50783858360074,343.1224622144749,371.24003165158297,398.6279724396177,442.9691405267954
2026-09-18,310.93549122351914,343.539460634971,372.0785562006791,398.59274911304715,443.3922946625935
2026-09-21,310.35399095346094,344.5565221821842,371.4379888402376,397.7262707222079,443.93592625625627
2026-09-22,309.80320017913,345.163264981481,373.3768496065216,399.14608391270764,444.9410262903012
2026-09-23,309.8942438347163,345.69185811913513,373.02383776927957,400.56562406187504,443.72989322237817
2026-09-24,309.02719617324055,346.1729410305718,374.02461754481556,401.836202639848,446.728632160932
2026-09-25,309.8763411632885,346.1828418230979,373.71250365553806,401.9275927233843,447.8053583913854
2026-09-28,309.70199245500413,345.88660021101276,374.39775620367266,403.2149467788487,448.2597051548266
2026-09-29,310.3452663878251,346.9534312413461,374.6893581599402,405.13407023075155,449.54330944368525
2026-09-30,310.3127556333197,347.20831134208083,375.1234154074397,405.60173283681473,450.1835479523351
2026-10-01,309.1338010808399,346.9052586647094,375.36131849320753,406.1864119427633,449.74829429650225
2026-10-02,309.3452619645105,347.7119719641644,374.65824505757644,407.4344395863263,454.01939980747443
2026-10-05,309.70538342342803,347.49723555507336,376.2679952354386,407.16581319137936,453.4915678998685
2026-10-06,309.43049223953903,347.63998141832633,376.33208722297695,407.3399526579776,455.3868307874702
2026-10-07,311.45765508929077,347.6870670483112,376.17092777756864,407.6326323311488,455.84930227852243
2026-10-08,312.45578677321953,347.9724223756476,376.63193073906564,408.17726498195566,457.91649257158633
2026-10-09,310.54842080870503,348.7389767944049,377.3209385105978,407.79024924795306,456.6959774170891
2026-10-12,310.8361327454281,349.57334132684673,378.5071347780558,408.269575967974,458.7962595261427
2026-10-13,311.9750467326616,349.44205969844813,378.00914597943483,409.44809931228747,458.5966106127175
2026-10-14,311.92215711800606,349.1809043960705,378.07552218511705,409.51140423790423,459.09108378416585
2026-10-15,310.3116480480951,349.94946721872714,378.1212304246526,410.93810286465106,461.98175179041243
2026-10-16,312.0179141379502,349.683622252826,377.409662697876,411.71761189170417,460.77287117356707
2026-10-19,311.2593612104287,349.5969616186869,378.97627469970405,411.2208040545564,459.28065619925087
2026-10-20,312.020229244797,350.27957477206076,378.8469607732716,412.5675563620408,461.54245359469434
2026-10-21,312.1946226738616,349.8119587810387,379.3774328203581,412.8335520697358,461.8876225744548
2026-10-22,310.9067119809604,350.8357088314241,379.637303014085,412.13488750341855,465.40844051580564
2026-10-23,312.91517145109526,351.20332387805286,380.1229700141372,413.34644151239456,464.89714254547977
2026-10-26,311.6011146528961,351.59638616396575,380.3630167816566,413.3428722786707,465.6982153404663
2026-10-27,312.5975830804719,351.9785184066005,380.9072701993132,415.3533193686635,466.04758569280733
2026-10-28,312.5993008879895,352.6042987676573,381.54174319523,417.2886357806764,466.02110827074375
2026-10-29,314.09085644944275,352.32812627271386,382.97653940446423,417.10796633734714,467.1639373821143
2026-10-30,313.2990200112403,351.51972542081364,382.932081901595,417.8708463171727,466.27009732004575
2026-11-02,313.51054700785755,352.5217593272712,383.5356540069189,417.61522008749336,465.9309211861769
2026-11-03,314.34842563343193,353.05326663643035,382.47443776743035,417.7564604554609,468.5938999835139
2026-11-04,313.49893648772115,353.45511476001036,384.4591156705287,418.6514564239215,469.2857458510285
2026-11-05,315.16423013156214,353.441238467315,384.5478432787795,420.02108033697033,471.0244418258138
2026-11-06,314.31610333099513,352.02082867951833,384.69759244404776,419.5662667898132,471.31689741886646
2026-11-09,316.38783525821935,352.168357242336,385.34590208027385,421.76012493898156,472.64843067226553
2026-11-10,316.2269471672563,352.21757740589726,387.0278263497817,420.9095686013171,476.7299628342597
2026-11-11,317.6835983762323,352.589437321015,387.31608662570227,422.1939144324996,477.5774547969201
2026-11-12,316.55981449346547,352.4996844358528,387.6460730429448,423.01465163873127,479.3440435686014
2026-11-13,315.8330584682064,353.20880860721,387.80731513421904,423.23716400705575,475.9827612152683
2026-11-16,315.6128034595258,353.48541540933894,388.04097112897625,424.1078941755675,476.61045496030187
2026-11-17,316.5457582728105,352.878159852077,389.30556049302675,424.0534466187845,478.8622453530158
2026-11-18,314.34185520006554,352.5634514835989,388.23780958489476,424.6113630267123,477.6116221274248
2026-11-19,314.13521910590975,352.41931902851786,389.6783626457968,425.1832504149052,476.2590611770427
2026-11-20,314.631473824179,351.820973287629,390.0749822099249,426.5921701055129,477.1908990774517
2026-11-23,314.53594642947854,353.42547585887337,390.1639814279871,427.2650027825142,479.55021996467246
2026-11-24,315.2775714061394,353.3846278354577,390.522733390088,428.31138862688874,480.16735613120755
2026-11-25,314.7256059259512,352.8615013456346,391.0081430815852,428.01496524902814,482.7124541652864
2026-11-26,315.8058475376712,354.84285601767823,391.94496636664803,428.8143528715168,484.2700446238874
2026-11-27,315.7879511549635,354.9618870972855,391.357957523618,428.6284955337353,482.9038304200001
2026-11-30,315.72945960096155,354.59229157658353,392.52712039999005,430.76059102939075,487.04505483810226
2026-12-01,317.5016138328065,354.57578109456864,391.8829194875243,430.6205124449445,485.9855065393703
2026-12-02,316.5441088574706,355.01070400010093,392.3660217946492,431.1575978791359,486.1087948730007
2026-12-03,315.6496535932321,355.3489964281888,394.31170684496885,430.9796408150463,489.109234927486
2026-12-04,313.3184009153159,354.7237587583259,394.0174737173885,431.6259828126476,489.91560008540665
2026-12-07,314.7695343069753,354.9863108821857,394.36612223982786,432.88547524327987,491.87339455179887
2026-12-08,311.6512284145753,356.0270422986599,395.3906412955803,433.2270387478467,491.54180256865243
2026-12-09,314.0626959260706,357.8992125086936,396.6145609425105,433.6739569566347,495.0036213968208
2026-12-10,313.3909256501251,358.0428945219737,397.0593787935348,434.2402151123133,495.20785925212783
2026-12-11,313.73390141278844,358.1327983412935,396.8109295846725,434.0079843535673,491.71043746268197
2026-12-14,314.5326502996163,358.1824226203105,397.1438879723399,433.5167572505897,495.35985611176716
2026-12-15,313.29220197266767,358.9159032767684,397.5107377326909,434.52985908264304,499.2898300636746
2026-12-16,315.2237341666711,358.9915123058646,397.4670456268607,435.7896057596666,501.6986687918678
2026-12-17,314.24655354148416,359.8279832410888,397.36801896934605,435.8960255980066,500.73416630175285
2026-12-18,314.0861011234585,359.23489439362504,397.4034655524921,437.08306212279757,500.9916476310087
2026-12-21,314.42104107868,359.94782019034295,398.48438614246317,437.37282721706185,500.7003467236024
2026-12-22,316.7306512501295,359.67533187682113,397.5037100815464,437.73572668173443,502.35430969869327
2026-12-23,316.2894888741011,360.51130689893694,398.9305980977643,438.4688456980954,504.01809199085864
2026-12-24,316.7047727321403,361.89554853105665,399.73413236294664,439.22638581872667,503.2936486730398
2026-12-25,316.255488148897,360.7426579508928,400.05666220084316,438.9176383835983,508.0591803461692
2026-12-28,316.30120816787536,360.16086407025716,400.8754253294344,440.16395057144746,509.739505881187
2026-12-29,317.32237961980394,362.34343736974074,400.7927981325346,440.9163312031258,508.96709862817397
2026-12-30,315.9460392926028,361.80469227912863,400.4329603713398,440.85873706882296,510.1254815259014
2026-12-31,316.4385190103407,360.5540646130059,401.5816946910059,441.165790531334,511.04825357848034
2027-01-01,317.50323750217376,361.7549604452035,401.6769754958282,442.5980088890392,508.70270135441706
2027-01-04,316.48327625070544,362.72524467631615,402.37932398662554,444.7026898952961,510.93180394934427
2027-01-05,315.98930510290745,362.6921386731672,402.54261538746783,446.66383043241353,510.17397205230145
2027-01-06,315.87919689481373,363.1941922781928,402.29622021747355,445.2248448378507,512.6616527276782
2027-01-07,316.1107390596983,363.3579196538203,403.5292191547853,445.98799468530166,511.833681424678
2027-01-08,317.0028664082034,363.5644514300996,403.3595375220832,446.28847176360824,512.878831732887
2027-01-11,314.0005121826046,363.33972778540806,404.2579453338838,447.0865223273588,517.039439509087
2027-01-12,315.3239253787187,362.0605894108425,404.63058613109365,447.2887706440464,515.8343916595361
2027-01-13,316.9784252936327,363.74740112679945,404.7288454325911,448.4302129272746,519.7079276452537
2027-01-14,315.30214367605606,362.53717678442354,405.3131592069454,449.3342459150615,522.0317785658149
2027-01-15,315.79718693278824,361.7480825296513,404.9511186026982,450.48845774710946,520.0639025957366
2027-01-18,316.0428894457067,362.7015218330936,405.824402029024,450.5643117762679,522.214276805901
2027-01-19,315.00954513287553,363.22940438449547,406.8869361826851,450.55788911380216,524.3685677100113
2027-01-20,315.8998020526101,363.8401223127323,406.5436050710465,451.581407758914,524.7305223010472
2027-01-21,316.26127370611636,363.42052591119284,406.6641818818076,453.2173082348549,526.0884869607615
2027-01-22,315.8969964830728,364.1635401577298,408.64474707021964,451.6523727046656,528.008136945215
2027-01-25,317.86229837163586,363.15218941178216,408.39739859202587,452.7528239293848,529.2475071274624
2027-01-26,317.5554687444221,364.6399110857073,407.3725333119935,455.21614783863265,530.2139495016644
2027-01-27,316.5420797355841,365.3773953011689,408.93695333241345,455.1363726426809,532.2691567341861
2027-01-28,315.92984448077567,364.5021056173174,407.9858324235536,456.53665503383786,532.3238119491673
2027-01-29,317.9236721477861,365.6031516586501,408.1844850452949,455.2782276027126,534.6526930903321
2027-02-01,316.83971137075054,365.0564684652934,408.354012548059,456.44778163377055,536.4461086827292
2027-02-02,319.4454072468899,365.95529238819057,409.42636303446454,456.38747363755346,533.1051214088851
2027-02-03,317.47945521909895,365.6731270179123,410.86317816106975,456.8164284609571,536.3514070066036
2027-02-04,317.13418122390664,366.20064260409623,410.94303662807147,457.74582667692243,540.4829212990344
2027-02-05,318.21378351813445,366.55337301999737,411.3168834507946,457.5142142967012,539.7091253160945
2027-02-08,318.02414514149825,366.79341248962123,412.77624811996907,457.24201858478636,540.2941929701973
2027-02-09,320.47327380729774,366.9971957121635,412.261045310986,458.2248118283056,540.0550053148404
2027-02-10,318.95474472822224,367.88913580193093,413.11432562566034,459.49287303541195,544.8133728457774
2027-02-11,318.4362576232088,367.27632820881547,413.38942371301476,459.49801189782613,544.3465812377043
2027-02-12,317.6538191587914,369.02319222895665,413.3413196426032,460.44319757729795,545.9017316217022
2027-02-15,317.4351772813937,370.2570875903091,413.3551833462966,461.56280912407874,544.3305571640952
2027-02-16,317.36575171644347,369.4698137776242,413.7507043956956,462.20145407091013,543.8616199732521
2027-02-17,318.978580222544,369.1374019627827,413.94039911462806,463.14037827858954,548.0294860786908
2027-02-18,318.0769338425421,369.1744339326009,414.0155064752503,463.95787081949595,546.9886571832404
2027-02-19,319.16097022067623,370.18303849212793,415.01034866379183,465.97479551498867,547.274302254557
2027-02-22,319.1771631823894,369.23104957800024,416.45578101845445,466.1684846325434,544.549188281256
2027-02-23,317.98034208962696,368.9621734770881,417.31096973730524,463.65146726629683,546.5174700895227
2027-02-24,317.7344123398058,371.13346331809385,416.248870836587,466.39812317657294,545.2831080853523
2027-02-25,318.5973122895599,371.27752838350995,417.6160928024269,468.19908160278794,546.9683900314652
2027-02-26,320.3895609527109,370.4151539460976,417.80809777042134,468.4102833374699,550.8571195661256
2027-03-01,319.5110134757081,372.1020487154864,419.0688075137562,469.3556262852966,551.8072532118656
2027-03-02,319.0691666521849,371.4372194246781,419.91656067273715,471.02969057753324,551.6562069682674
2027-03-03,319.2119653894656,371.22271552033607,418.97837615897834,471.9824076673034,552.0291882459376
2027-03-04,322.2904700982261,371.5158791789047,419.9699318202804,471.56901597523836,552.2949890959989
2027-03-05,321.14838929519135,371.32944495041255,419.5817381610355,473.66115367317286,550.5111006620231
2027-03-08,322.4209846423906,372.4435763110878,419.2320890769072,475.1034121128874,553.4319359369118
2027-03-09,321.59877624793364,373.42962030480766,421.05938262446443,474.3952704772436,553.5090103645275
2027-03-10,320.65842665291916,372.63174134062393,421.88308624922695,473.8502371892488,555.7861782592229
2027-03-11,321.4305504668449,373.6934334186053,422.78759072740195,472.4777414608061,555.7117872225353
2027-03-12,319.1545078632854,374.16585214031824,422.383501744681,473.7851467578814,557.8607442019785
2027-03-15,320.01665206545493,372.9748010225983,422.7506954315023,474.59893422037317,552.6734948574984
2027-03-16,321.7968233056612,373.2080081965547,423.2259751661022,475.70333099695057,554.9061227156448
2027-03-17,321.90056656730525,375.1480395011399,424.11892499973067,476.233584742574,556.9394379768823
2027-03-18,322.2883767801196,375.8951439414575,424.975044460968,476.76836924040344,558.7172676136194
2027-03-19,323.248603782931,375.5814045922677,424.6162850663677,476.92302608261764,561.2537538192105
2027-03-22,322.9774642544611,375.6014599188454,426.6554591529456,477.8946532628133,560.5364401095626
2027-03-23,324.4873916104542,374.93149613272874,427.4515800555579,477.35305965671637,565.2795124459902
2027-03-24,324.69313673673463,377.6489351253548,427.07770021316196,478.1265958912281,561.8926145950215
2027-03-25,323.416664808219,377.27206303274716,427.20949329281007,478.3053778902724,563.6055799883684
2027-03-26,323.3673767271304,376.2129019187385,426.76064159029244,478.64460202655596,568.0862378616656
2027-03-29,323.4450518823246,376.3270584661445,426.00144304928915,479.2380538240882,567.4119154238725
2027-03-30,324.9494950787869,376.9053607480097,426.15014588864244,480.7092287699823,568.2009255584642
2027-03-31,323.94989848946113,375.9328375812062,426.49116330765804,480.636882098512,569.1797162524897
2027-04-01,323.5997189490037,376.37408323509896,427.6355575737308,482.86338225198267,571.9138565080342
2027-04-02,321.9082711030644,376.57055404422255,428.10977145930343,481.976422320919,572.7747419665174
2027-04-05,322.33471099382564,377.47715643758477,429.3082183120806,482.73783840450557,573.1096903153565
2027-04-06,321.73166052010583,378.66213728424805,428.8525331142855,483.23580777698896,577.0198556285056
2027-04-07,322.601468508834,379.0833541819421,428.59349843869035,484.2927944623465,577.4904739654485
2027-04-08,321.36458669681014,378.5096640940416,430.2678547490908,483.8215548466795,577.1614087163189
2027-04-09,321.48871301386595,379.4855630935258,430.958336651305,483.97519369988424,580.1576365617761
2027-04-12,324.3035649629552,379.8792842561855,431.2817407847814,484.9366938535252,581.5097265079684
2027-04-13,323.9337190775894,379.85983833728636,433.0641887313027,484.64186722957277,583.6442564013287
2027-04-14,324.0470200815768,380.3941139261268,434.10195802223376,484.582535066707,583.7417388975672
2027-04-15,321.35366110415947,379.4341854347047,434.17295314004525,487.46118924513974,581.6746936622343
2027-04-16,321.835618634913,379.98828698667876,434.29322178897377,488.54271482414794,581.2668328254852
2027-04-19,322.4250590100245,381.0258706855266,435.2346001726914,489.9973679178223,584.3718390433423
2027-04-20,322.0084536393751,382.0108065365149,437.0515307881441,491.7009815366867,582.1284812042311
2027-04-21,320.267675321792,381.08488201714886,437.09883039436863,491.69375391497357,584.8102527292101
2027-04-22,320.9557367528497,380.98876803401333,437.2791573476694,489.98958278729776,587.5434469802275
2027-04-23,322.07047420171693,382.57475749056795,435.93376033832146,492.5132586507493,589.7451811922368
2027-04-26,323.0705710068002,382.2997413640452,436.9059212163952,494.17494648754496,590.1272393565041
2027-04-27,323.26318430672114,381.81746583299923,437.3990290195019,495.0524230333483,590.9740361872374
2027-04-28,321.612092249115,382.84252836594806,438.52071079413713,494.623396468949,589.2741201429169
2027-04-29,324.1951237940217,384.2481179283917,437.6550006976669,494.79111241494644,593.5761729477595
2027-04-30,322.6355956752001,382.9924835716775,437.53905546710166,495.50680875190784,590.8681568987818
2027-05-03,321.7475786233106,382.63123857596963,437.84909767141505,496.61941446523485,592.1176720503742
2027-05-04,321.14017515445596,381.9464009230874,438.4933298481427,497.529915809039,591.0465951264072
2027-05-05,322.82411133031604,382.57531658930077,438.0461372228136,499.61744667048754,595.6528809630604
2027-05-06,321.6989123348797,383.25693179654445,439.3688278751142,499.11227327972625,597.4171536553747
2027-05-07,324.31640746012476,383.2759684769677,439.6815494897713,501.7058026125271,595.4852706585226
2027-05-10,322.01374272418917,383.7601102613331,439.94528749430617,500.17393600039975,595.3240783023799
2027-05-11,323.86121209365166,384.7771964063408,441.01096777303303,502.6970909688336,596.117126918166
2027-05-12,322.6703184261941,385.9363296494088,440.7866836578765,502.7085846632435,599.2257478829994
2027-05-13,323.98408408055764,385.4273030331336,440.36148388131824,502.84138077343334,602.8937817764237
2027-05-14,323.7522040049832,385.46003510861175,440.95836545275677,502.8508382202997,601.884961325172
2027-05-17,324.7207953685043,386.5536506132966,442.06457735267867,503.2443813439395,606.0612166634028
2027-05-18,323.422680918377,387.4563678940393,442.5063689873222,502.05494687769897,604.7757839731111
2027-05-19,323.6754063924569,385.2749528466842,443.0253039938373,503.0397843235552,604.3374203457452
2027-05-20,324.3243988698611,387.08635944741826,443.21111825892785,503.5667923669513,606.2400261673076
2027-05-21,323.7767313511963,387.4936472719684,443.4433700717337,504.10856975620356,606.5699977841377
2027-05-24,322.8602357784814,386.1997561867984,443.22463718510966,503.9831535191155,611.190561623199
2027-05-25,323.69418955959014,386.6206306119325,443.06363922643766,505.0919832795284,609.6975050897676
2027-05-26,321.91902552463245,386.4521005010423,445.69344709357745,506.06351218589566,610.0186062014786
2027-05-27,323.1436399311951,387.55456831967655,446.5767846800047,506.27876609341126,611.705064911006
2027-05-28,324.7995619773839,386.7340875380454,446.00522844862974,507.8033659060037,613.5568559439122
2027-05-31,325.4714298645091,388.3643042894191,446.8198687368527,508.59153342631515,614.5383347643127
2027-06-01,325.4199952506788,388.18005436846505,448.741064797342,508.57435509855105,613.8328097642095
2027-06-02,324.9570708439016,389.81905765845045,449.548181239226,509.6896122404655,612.9380380929185
2027-06-03,325.2993146736179,389.6691406307658,449.2582020283513,507.12078745323174,617.5881271079613
2027-06-04,325.686524193334,389.6486661016131,448.8934279208163,510.21928002139487,618.2276019055001
2027-06-07,326.2073970122301,390.12590008490764,450.89693476143026,509.5982897117209,617.6514552948025
2027-06-08,325.66833226656377,390.21611552251443,452.181873733177,509.208040998507,613.344313997586
2027-06-09,326.6607000183467,391.3709513294825,452.29314597935604,511.77919676482753,617.8030180499389
2027-06-10,325.8366808778787,390.8840355491485,452.02907120913846,512.7583250765376,619.7281526995145
2027-06-11,324.71679964746795,390.9127750577672,454.059115229456,513.4886630284217,618.0602373319583
2027-06-14,326.31800128788467,390.97440199506394,454.1618789735762,513.5963826606825,618.1197309516684
2027-06-15,327.11942995137593,391.08727025973303,454.3212139300791,515.3778929373145,616.7966644729662
2027-06-16,326.8831527566697,391.51796352851846,453.3574557940217,516.8130512093594,619.2096081424115
2027-06-17,326.03265615746363,390.7317834924537,454.5997420942168,517.215581874855,618.7923674701302
2027-06-18,324.8121871964486,390.82751668664247,456.09368320786587,518.4283870160572,620.05051943343
2027-06-21,327.27236583672493,391.64621012662013,457.86099270283125,518.8468108224877,622.5054512260555
2027-06-22,327.4133200100872,391.8197469569036,457.0263733270376,520.2811733758738,625.0888486205322
2027-06-23,328.566960100011,392.1186336121806,456.4386094269448,519.3985804380821,624.134740702071
2027-06-24,328.77633436653366,391.95263784853756,458.14297565648326,521.6124239786918,630.6336403178656
2027-06-25,330.67329624434115,392.7160957701293,456.9257785741878,522.8921414448741,634.741582756692
2027-06-28,329.73269709357544,393.564536570899,459.1021345406083,523.3610025986733,633.1420814303129
2027-06-29,330.9860651103509,393.53774648975684,458.9491970431691,525.2598786706566,632.6100993389128
2027-06-30,327.9544200902643,392.73254286611393,459.2394626476089,525.0763965833918,635.6817936080469
2027-07-01,327.0041939197737,392.9846620204362,459.4855372950626,525.0918645013978,632.3570194968787
2027-07-02,330.0045549139701,392.83365508637075,460.5148495095646,526.5909512331905,633.4894270125301
2027-07-05,330.06385203160255,394.07345593207486,461.72450142144044,528.3724481612062,634.825583684957
2027-07-06,331.26886513483674,393.9363028249394,460.49569526990274,529.4972904019246,636.1097904990216
2027-07-07,332.54589602760547,396.21087851373386,462.8791948647953,528.8753944366898,635.5887207122877
2027-07-08,333.15749939329334,397.0816129455565,463.25637530945147,529.1518401331102,636.8935691287021
2027-07-09,331.4824044258964,396.5232225552852,463.3874589646283,529.3330456026065,639.1287718800805
2027-07-12,331.77347715000275,396.4852902498628,465.38924935579485,529.1716365988635,642.9405840409407
2027-07-13,332.2760919941871,398.2123890674786,464.73515304522334,529.6872460885758,640.5560498741554
2027-07-14,334.1246955681405,398.2252443165623,465.16768143606635,529.7030417424367,640.1746922296311
2027-07-15,329.89281234411396,398.34634955686556,466.22392050966994,531.0623809573534,642.4466344144639
2027-07-16,330.8855930045144,400.0405656841448,466.24680643876206,531.0769550701785,644.3506907250719
2027-07-19,330.82033135451957,399.3805203759159,466.016467701902,531.4143686197032,643.5655624994299
2027-07-20,332.95926189475,400.10812382137055,466.35100390060154,532.1588346852619,645.9423601267862
2027-07-21,331.91918716360846,400.1032061016605,465.9150233105702,533.0610719172957,640.5868900968969
